suxxor,sucks
suyah,shut up you ass hole!
svn,seven
sw,so what
swt,sweet
swtf,seriously, what the fuck
sx,sex
sxc,sexy
sxcy,sexy
sxe,straight edge
sxi,sexy
sxs,sex
sxy,sexy
syfm,shut your fucking mouth
syl,see you later
syl8r,see you later
sym,shut your mouth
sys,see you soon
syt,see you there
sz,sorry
t,ftfy,there, fixed that for you
t.t.y.l,Talk To You Later
t/a,Try again
t#3,the
t3h,the
t8st,taste
taci,that's a crappy idea
tafn,That's all for now
taht,that
tal,thanks a lot
tat,that
tat2,tattoo
tbc,To be continued
tbf,to be fair
tbh,to be honest
tbvh,to be very honest
tc,take care
tdf,To Die For
teh,the
terd,shit
tfs,thanks for sharing
tg,thank god
tgfu,too good for you
tgif,thank god it is friday
tgis,thank god it is saturday
tgtbt,Too Good To Be True
tgws,that goes without saying
th@,that
tha,the
thankies,Thank You
thankx,thank you
thanq,thank you
thanx,thank you
thar,there
thatz,that's
theachers,theacher 
there's,there is
thku,thank you
thn,then
thnk,think 
thnx,thanks
tho,though
thr,there
thr4,therefore
thru,through
tht,that 
thx,thank you
thxx,thanks
thz,thank you
tia,thanks in advance
tif,this is fun
tigger,tiger
til,until
tis,is
tix,tickets
tjb,thats just boring
tk,team kill
tk2ul,talk to you later
tks,thanks
tku,thank you
tl8r,talk later
tld,told
tlk,talk
tlkin,talking
tlkn,talking
tmaai,tell me all about it
tmai,tell me about it
tmbi,tell me about it
tmi,too much information
tmk,to my knowledge
tml,tell me later
tmmrw,tomorrow
tmo,take me out
tmoro,tomorrow
tmoz,tomorrow
tmr,tomorrow
tmr@ia,the monkeys are at it again
tmrrw,tomorrow
tmrw,Tomorrow
tmrz,tomorrow
tmz,tomorrow
tnx,thanks
tnxz,thanks
tok,That's ok
tolol,thinking of laughing out loud
tomm,tommorow
tomoz,tomorrow
totes,totally
totl,total
tq,Thank You
trani,transexual
tranny,Transexual
trble,trouble
trd,tired
trnsl8,translate
trnsltr,translator
troll,person who diliberately stirs up trouble
tru,true
tsc,that's so cool
tss,That's so sweet
ttl,total
ttlly,totally
ttly,totally
tttt,to tell the truth
tu,thank you
tuff,tough
tuh,to
tut,take your time
tuvm,thank you very much
tv,television
tvm,thanks very much
twat,vaginar
twg,That was great
twttr,twitter
tx,thanks
txs,thanks
txt,text
txting,texting
txtyl,text you later
ty,thank you
tym,time
tyme,time
tyred,tired
u,you
u'd,you would
u'll,you will
u'r,you are
u'v,you have
u've,you have
u2u,up to you
u4i,up for it
ub3r,super
uber,over
udwk,you don't want to know
ufmf,you funny mother fucker
ukr,You know right
ukwim,you know what i mean
ul,unlucky
ulbom,you looked better on myspace
umfriend,sexual partner
un2bo,you need to back off
un4rtun8ly,unfortunately
unt,until next time
ur,your
ura,you are a
ure,you are
urs,yours
urstpid,you are stupid
urtb,you are the best
usck,you suck
usuk,You Suck
usux,you suck
ut,you there
utube,youtube
uty,it is up to you
uve,You have
uw,you are welcome
uwc,you are welcome
v4g1n4,vagina
vag,vagina
vf,very funny
vid,Video
vip,very important person
vleo,Very Low Earth Orbit
vlog,video log
vn,very nice
vry,very
w.b.s.,Write Back Soon
w.e,Whatever
w.e.,whatever
w'sup,what's up
w/,with
w/b,write back
w/e,whatever
w/end,weekend
w/eva,whatever
w/o,with out
w/out,without
w/u,with you
w\e,whatever
w00t,woohoo
w012d,word
w2d,what to do
w2f,want to fuck
w2g,Way to go
w2ho,want to hang out
w2m,want to meet
w33d,weed
w8,wait
w8am,wait a minute
w8ing,waiting
w8t4me,wait for me
w8ter,waiter
wad ^,what's up?
wadzup,What's up?
wana,want to
wanafuk,wanna f**k
wanker,masturbater
wanking,Masturbating
wanna,want to
wansta,wanna be ganster
warez,illegally obtained software
was^,What's Up
wassup,what's up?
wasup,What's Up
wat,what
wat's^,Whats Up
watcha,what are you
watev,whatever
wateva,whatever 
watevr,whatever
watevs,whatever
wats ^,whats up
wats,whats
wats^,what's up?
watz ^,What's up
wau,what about you
wau^2,what are you up to?
waug,Where are you going
wauw,what are you wearing
waw,what a w***e
waycb,when are you coming back
wayd,what are you doing
waygow,who are you going out with
wayh,why are you here
wayn,Where Are You Now
waysttm,why are you still talking to me
waysw,Why are you so weird
wayt,What are you thinking?
wayta,what are you talking about
wayut,what are you up to
waz ^,what's up
waz,what is
waz^,what's up?
wazz,what's
wazza,what's up
wazzup,what's up
wb,welcome back
wd,well done
wdyw,what do you want
webby,webcam
weg,wicked evil grin
welc,welcome
wen,when
we're,we are
werkz,works
wev,Whatever
weve,what ever
wevr,whatever
wgaf,Who gives a fuck
wgas,who gives a shit
wgo,what's going on
wha,what?
whaddya,what do you
whaletail,thong
what^,what's up?
whatcha,what are you
whatev,whatever
whatevs,whatever
whats ^,whats up
whenevs,whenever
whevah,where ever
whever,whatever
whit,with
who's,who is
whodi,friend
whr,where
wht,What
wht^,what up
whteva,what ever
whteve,whatever
whtever,whatever
whtevr,whatever
whtvr,whatever
whubu2,what have you been up to
whubut,what have you been up to
whut,what
wid,with
widout,without
wif,With
wiid,what if i did
wilco,will comply
winnar,winner
wio,without
wit,with
witcha,with you
wiv,with
wk,week
wkd,wicked
wkend,weekend
wl,will
wlc,welcome
wlcb,welcome back
wlcm,welcome
wld,would
wlkd,walked
wn,when
wnt,want
wochit,watch it
woot,woohoo
wot,what
wotevs,whatever
wowzers,wow
woz,was
wrd,word
wrdo,weirdo
wrk,work
wrm,which reminds me
wrng,wrong
wrt,with regard to
wrtg,writing
wrthls,Worthless
wru,where are you
wrud,what are you doing
wtf,what the fuck
wtg,way to go
wtv,Whatever
wtva,whatever
wtvr,whatever
wu,what's up
wu,what's up?
wub,love
wubmgf,Will You Be My Girlfriend?
wubu2,what you been up to
wubut,what you been up too
wud,would
wudev,Whatever
wudn,what you doing now
wugowm,will you go out with me
wula,what you looking at?
wuld,would
wuny,wait until next year
wussup,What is up?
wut,what
wutb,What are you talking about
wutcha,What are you
wuteva,whatever
wutevr,what ever
wuts,what is
wuut,what you up to
wuv,love
wuwu,what up with you
wuz,was
wuza,what's up
wuzup,what's up
wwc,who would care
wy,Why?
wyn,What's your name
wyp,what's your problem?
xbf,ex-boyfriend
xcept,except
xcpt,except
xd,extreme droll
xellent,excellent
xfer,transfer
xgf,exgirlfriend
xing,crossing
xit,Exit
xl,extra large
xlnt,Excellent
xmas,christmas
xmpl,example
xoac,Christ on a crutch
xor,hacker
xover,crossover
xox,hugs and kisses
xoxo,hugs and kisses
xp,experience
xpect,expect
xplaned,explained
xpt,except
xs,excess
xtc,ecstasy
xtra,extra
xtreme,extreme
y,why
y!a,yahoo answers
y'all,you all
y/n,yes or no
y/o,Years Old
y00,you
y2b,Youtube
ya,yeah
yall,you all
yapa,yet another pointless acronym
yaqw,You are quite welcome
yarly,yeah really
yaw,you are welcome
yayo,cocaine
ye,yeah
yea,yeah
yer,you are
yermom,your mother
yesh,yes
yew,you
yfi,you fucking idiot
ygg,you go girl
yh,yeah
yhew,you
yk,you kidding
ykn,you know nothing
ykw,You Know What
ylb,you little bitch
ym,your mom
ymbkm,you must be kidding me
yme,why me
ymmd,You Made My Day
yn,why not
yng,young
ynk,you never know
ynm,yes, no, maybe
ynt,why not
ynw,you know what
yo,year old
yo',your
yodo,you only die once
yolo,you only live once
yomank,you owe me a new 
yooh,youe twice
yor,your
you're,you are
youngin,young person
yoy,why oh why
yr,year
yrs,years
ys,you suck
ytf,why the fuck
ytm,you tell me
ytmnd,you are the man now, dog!
yty,why thank you
yu,You
yua,you ugly ass
yuo,you
yup,yes
yur,your
yvw,you are very welcome
yw,you are welcome
ywic,why would i care
zex,sex
zig,cigarette
zomg,Oh my God
zomgzorrz,oh my god
zoot,woohoo
zot,Zero Tolerance
zup,what's up?
